task,sub,condition,a,v,t,st,alpha
simon,749,congruent,2.2732575,4.551783,0.2314585,0.11516054,1.492521
simon,750,congruent,2.5614803,2.9236236,0.24243008,0.1318967,1.520106
simon,752,congruent,2.0945604,3.2721012,0.22270699,0.122844085,1.484108
simon,754,congruent,2.4710116,3.9315782,0.2059435,0.11776246,1.5442133
simon,757,congruent,2.1141238,3.0955563,0.21407065,0.121787414,1.4956654
simon,760,congruent,2.4813294,4.678632,0.21512696,0.10768224,1.500003
simon,762,congruent,2.5138872,4.6566677,0.23025829,0.1071013,1.510859
simon,766,congruent,2.206289,2.690648,0.27933416,0.15952474,1.4139372
simon,768,congruent,2.2872386,3.3631024,0.20710279,0.11736059,1.4873998
simon,775,congruent,2.347949,5.3072844,0.19595946,0.091271505,1.4097607
simon,776,congruent,2.2125874,3.5163453,0.19069971,0.11123781,1.4827791
simon,7768,congruent,2.2749634,4.9054537,0.2007774,0.10201785,1.5113724
simon,7769,congruent,1.9918822,6.43574,0.18452497,0.08073874,1.4700934
simon,777,congruent,2.3666315,4.7085824,0.19597673,0.10588783,1.5294267
simon,7770,congruent,2.2534876,4.993184,0.18333985,0.09594921,1.4973958
simon,7771,congruent,2.51203,5.558611,0.23143725,0.096536845,1.4876026
simon,7772,congruent,2.4429672,5.133948,0.21589358,0.103346854,1.5293506
simon,7773,congruent,2.0663474,4.265883,0.17086126,0.10650053,1.4874331
simon,7774,congruent,2.0544076,5.118909,0.17521523,0.095315464,1.5297765
simon,7775,congruent,2.315442,3.3652453,0.19075887,0.12276242,1.5498492
simon,7776,congruent,2.366303,4.9441686,0.18221144,0.098960266,1.5014509
simon,7777,congruent,2.1399267,5.9689384,0.18736257,0.08601423,1.4936697
simon,7778,congruent,2.1506128,3.6111722,0.19621003,0.10755613,1.4678144
simon,7779,congruent,2.0419931,3.904972,0.18244734,0.103145465,1.5197784
simon,7780,congruent,2.3004858,5.6958346,0.18782635,0.088672176,1.4844337
simon,7781,congruent,2.0824535,3.9964323,0.17137384,0.10326389,1.5133939
simon,7782,congruent,2.3615644,3.7993054,0.20885405,0.1125115,1.4774523
simon,7783,congruent,1.9656038,4.083293,0.17205043,0.101352364,1.5105364
simon,7784,congruent,2.1832943,5.411183,0.19319013,0.089536235,1.4721097
simon,7785,congruent,2.421776,5.0274277,0.18866332,0.09444168,1.4391603
simon,7786,congruent,2.097035,4.5372105,0.18427327,0.10194356,1.5048531
simon,7787,congruent,2.3644526,4.867502,0.19515581,0.10421681,1.5471694
simon,7788,congruent,2.3563046,4.5193086,0.19178158,0.10686746,1.5345
simon,7789,congruent,1.9697136,3.4544218,0.197753,0.10684985,1.5015231
simon,779,congruent,2.4354866,3.2839375,0.24242167,0.13063228,1.4609897
simon,7790,congruent,2.36365,5.2182226,0.20760088,0.096583955,1.4525604
simon,7791,congruent,2.271109,4.475305,0.18261741,0.097076975,1.418979
simon,7792,congruent,2.4570272,4.08961,0.22046976,0.11245641,1.4693367
simon,7793,congruent,2.2976816,4.380703,0.20011361,0.10201848,1.4337894
simon,7794,congruent,2.4774258,3.6039896,0.2274634,0.11838752,1.5142841
simon,7795,congruent,2.1404455,3.2412539,0.1912146,0.11319107,1.5229217
simon,7796,congruent,2.1609998,3.7607026,0.1798722,0.10622778,1.5224583
simon,7797,congruent,2.374271,4.916083,0.1957287,0.09994821,1.5048482
simon,7798,congruent,2.6886983,2.6587906,0.23234844,0.13870935,1.5731999
simon,7799,congruent,2.24556,4.5782995,0.17833717,0.101641625,1.5034564
simon,7800,congruent,2.4923012,5.835334,0.22171098,0.08649867,1.4035388
simon,7801,congruent,2.2181401,4.2053604,0.1822028,0.10154337,1.4815433
simon,7802,congruent,2.2520869,4.858734,0.18526779,0.09588288,1.4940708
simon,7803,congruent,2.3946226,5.4929876,0.2070868,0.09835234,1.5099082
simon,7804,congruent,2.4324095,4.5187545,0.20644172,0.10837982,1.49213
simon,7805,congruent,2.7002203,5.0055566,0.16162401,0.10046423,1.3979768
simon,7806,congruent,2.2403185,5.005816,0.20192829,0.095481806,1.4792284
simon,7807,congruent,2.3602827,5.130819,0.19744934,0.098543875,1.5266405
simon,7808,congruent,2.2568345,4.590111,0.21572809,0.10006423,1.4867438
simon,7809,congruent,2.3123467,5.512496,0.23409012,0.09567519,1.470147
simon,7810,congruent,2.0801826,4.720564,0.19779669,0.09801639,1.5084214
simon,7811,congruent,2.3653584,5.325742,0.2089954,0.09858976,1.5168493
simon,7812,congruent,2.2161384,3.996685,0.18843918,0.11153527,1.5281562
simon,7813,congruent,2.543044,4.6504064,0.22773567,0.11100626,1.4836241
simon,7814,congruent,2.405555,4.841414,0.19400585,0.100860365,1.485796
simon,7815,congruent,2.3490372,4.1580324,0.19721992,0.11375608,1.5280079
simon,7816,congruent,2.2413292,5.406729,0.19373095,0.08917508,1.4557642
simon,7817,congruent,2.0162916,4.547923,0.17119852,0.09770084,1.5364295
simon,7818,congruent,2.3816426,5.0323057,0.19971162,0.097085975,1.4758277
simon,7819,congruent,2.3943706,5.51851,0.21867733,0.09648275,1.52208
simon,782,congruent,2.6037264,3.608821,0.235888,0.13426861,1.4696128
simon,7820,congruent,2.335756,4.790416,0.18626392,0.098604955,1.5011088
simon,7821,congruent,2.6060445,4.895254,0.21771042,0.103927955,1.4850969
simon,7822,congruent,2.3344395,3.4617012,0.19642432,0.116607025,1.5436621
simon,7823,congruent,1.9221494,5.0898952,0.20420818,0.08884447,1.4195775
simon,7824,congruent,2.2897334,4.189397,0.19469364,0.10688199,1.4662228
simon,7825,congruent,2.4056304,4.9000473,0.21677932,0.10294419,1.4872872
simon,7826,congruent,2.028461,3.317114,0.1778327,0.11237413,1.511153
simon,7827,congruent,1.9981692,4.3229613,0.16489092,0.09732749,1.4899746
simon,7828,congruent,2.3159242,3.9798927,0.2205944,0.11306886,1.4939014
simon,7829,congruent,1.9561095,4.184782,0.18158133,0.09435756,1.4349526
simon,7830,congruent,2.0234706,4.1331196,0.16476198,0.09920875,1.5090705
simon,7831,congruent,1.8739793,5.197773,0.17763253,0.08701738,1.4557531
simon,7832,congruent,2.0306847,5.742879,0.20176165,0.08321714,1.4420916
simon,7833,congruent,2.0553756,4.462007,0.1778771,0.10854479,1.5612029
simon,7834,congruent,2.1397216,2.9178245,0.18389113,0.11979679,1.5481904
simon,7835,congruent,1.831491,3.5734622,0.17782281,0.10033159,1.4843986
simon,7836,congruent,2.1000566,6.7840505,0.21326733,0.074646726,1.441612
simon,7837,congruent,2.2950656,4.315379,0.20102398,0.10752822,1.5349867
simon,7838,congruent,2.0865564,4.811586,0.19044173,0.09932411,1.516365
simon,7839,congruent,2.5289884,4.5224824,0.21127266,0.112622105,1.5428247
simon,7840,congruent,2.4497948,4.705752,0.21755262,0.10134417,1.4395696
simon,7841,congruent,2.4835162,4.071494,0.22121845,0.11340657,1.5191469
simon,7842,congruent,2.6893003,3.9080927,0.22052117,0.12329353,1.5310267
simon,7843,congruent,2.281959,4.077224,0.16669291,0.1035781,1.5145903
simon,7844,congruent,2.439302,4.738646,0.21630879,0.10922611,1.4970663
simon,7845,congruent,2.1366014,3.3404922,0.19306666,0.11384222,1.4821264
simon,7846,congruent,2.2375689,5.727008,0.18888524,0.08707218,1.4857453
simon,7847,congruent,2.2171018,3.5595393,0.17559502,0.11600262,1.5496491
simon,7848,congruent,2.0727136,3.9127696,0.18301146,0.107298344,1.5278212
simon,7849,congruent,2.5326228,3.9564857,0.2173418,0.120677516,1.5480741
simon,7850,congruent,2.1544316,5.196578,0.18575303,0.097514205,1.5449458
simon,7851,congruent,2.1337361,3.1899567,0.17860858,0.11344735,1.5169085
simon,7852,congruent,2.364576,5.2017975,0.19879009,0.09327515,1.4278857
simon,7853,congruent,2.1595707,5.399539,0.19138654,0.09455914,1.4988434
simon,7854,congruent,2.0722282,4.106536,0.19826017,0.10383297,1.4696726
simon,7855,congruent,2.2250206,5.786515,0.20395634,0.08961703,1.519001
simon,7856,congruent,2.1595898,3.4749198,0.17766298,0.110647246,1.5214549
simon,7857,congruent,2.1855793,5.058922,0.2121249,0.103930816,1.5328826
simon,7858,congruent,2.1706905,5.241973,0.18564534,0.08534416,1.3466823
simon,7859,congruent,2.068102,5.1444902,0.18867758,0.09208305,1.4704826
simon,786,congruent,2.4080107,3.4885106,0.21442908,0.12638462,1.5003499
simon,7860,congruent,2.2475133,4.3828287,0.19021106,0.09905755,1.4688544
simon,7861,congruent,2.4676056,4.110615,0.2011457,0.11824294,1.5136694
simon,7862,congruent,2.3024864,4.3600497,0.18052827,0.10406797,1.510672
simon,7863,congruent,2.2288492,4.0560284,0.17058463,0.10877335,1.5250561
simon,7864,congruent,1.9852818,4.622314,0.21525075,0.098101154,1.4568295
simon,7865,congruent,2.5045516,4.8335714,0.21161893,0.09846968,1.4098731
simon,7866,congruent,2.245856,4.7880535,0.22457066,0.10969822,1.4929954
simon,7867,congruent,2.376481,4.490509,0.20508288,0.12519595,1.5097992
simon,7868,congruent,2.578209,5.742424,0.22856243,0.09212903,1.4523901
simon,7869,congruent,1.896802,4.862194,0.17551528,0.094370164,1.4461583
simon,7870,congruent,2.4257956,5.109068,0.22760622,0.10061858,1.48462
simon,7871,congruent,2.3174596,4.4069343,0.18944083,0.10542604,1.4088398
simon,7872,congruent,2.1018755,4.1316752,0.18429413,0.10539559,1.5342896
simon,7873,congruent,2.1893811,5.6625423,0.21919033,0.098097004,1.5346348
simon,7874,congruent,2.183571,4.1243563,0.17754164,0.10662116,1.5122576
simon,7875,congruent,2.2051935,4.6206245,0.20068419,0.10294518,1.4807777
simon,7876,congruent,2.8248045,3.064223,0.25207543,0.13814643,1.5439811
simon,7877,congruent,2.497089,4.4859266,0.22443447,0.10913884,1.4694132
simon,7878,congruent,2.3716183,4.961732,0.20374061,0.10152115,1.5104634
simon,7879,congruent,2.197518,4.3355117,0.17640531,0.10237977,1.5205498
simon,788,congruent,2.421183,3.5511274,0.23460759,0.12943801,1.4704741
simon,7880,congruent,2.1994777,4.487516,0.2046326,0.111723825,1.4733684
simon,7881,congruent,2.3978753,5.4419193,0.19617917,0.087032415,1.444489
simon,7882,congruent,2.3266861,4.6134305,0.2069125,0.1046212,1.5102174
simon,7883,congruent,2.5129144,3.9638252,0.2093289,0.111913,1.4694215
simon,7884,congruent,2.3682103,4.9352727,0.19166052,0.10113862,1.5232863
simon,7885,congruent,2.269266,3.7389922,0.1875024,0.11150729,1.5489216
simon,7886,congruent,2.4582078,4.56798,0.1657697,0.10730105,1.5445304
simon,7887,congruent,2.443271,4.6990705,0.1979476,0.110049136,1.5470333
simon,7888,congruent,2.2676878,5.7054315,0.21434109,0.09195503,1.5034354
simon,796,congruent,2.0657544,4.642992,0.19623609,0.09650248,1.4473373
simon,803,congruent,2.3379798,3.3233914,0.22364363,0.12202752,1.5283864
simon,807,congruent,2.163787,5.3101215,0.21546747,0.09050984,1.4554719
simon,808,congruent,2.2803352,3.7821627,0.22456709,0.11520521,1.35987
simon,814,congruent,2.3952897,4.5449066,0.24924728,0.10429706,1.4120654
simon,824,congruent,2.6102862,4.779699,0.21018563,0.10935761,1.5080396
simon,829,congruent,1.8454281,2.3592014,0.26149243,0.15419748,1.2799217
simon,832,congruent,2.626011,3.1024337,0.2783363,0.14841513,1.4249732
simon,835,congruent,1.7988765,4.2172184,0.19718695,0.08842824,1.3466473
simon,8356,congruent,1.3171672,1.4601212,0.1346904,0.09355992,1.0597849
simon,839,congruent,2.0266228,3.2823873,0.2404958,0.13184407,1.3652911
simon,843,congruent,2.4760773,5.500771,0.3074218,0.093268536,1.4730706
simon,845,congruent,2.147296,3.9327655,0.24727236,0.11986694,1.4223143
simon,847,congruent,2.3845503,5.4791784,0.1958739,0.096021645,1.5095378
simon,853,congruent,2.5320678,4.4308033,0.24927372,0.12302116,1.5113219
simon,854,congruent,2.1634161,2.5890012,0.22252563,0.12882364,1.5074533
simon,855,congruent,2.4820805,2.9423306,0.23915416,0.15427624,1.4059342
simon,859,congruent,2.4810143,2.906109,0.28794867,0.17397033,1.284535
simon,862,congruent,2.1753113,4.684524,0.21868992,0.09968492,1.4228325
simon,863,congruent,2.3195314,3.9541345,0.23913376,0.12005165,1.3623536
simon,868,congruent,2.477196,5.7301993,0.27444702,0.09492636,1.4955938
simon,872,congruent,2.2391138,3.25671,0.22151272,0.12304042,1.4611226
simon,873,congruent,2.279335,5.3740234,0.2109264,0.09449673,1.4705034
simon,878,congruent,2.1732697,4.2475314,0.2877429,0.115211554,1.4478183
simon,879,congruent,2.1872742,2.6937358,0.22776592,0.12764147,1.5343456
simon,8884,congruent,2.5837965,4.678697,0.21772578,0.106858924,1.4366057
simon,8885,congruent,2.7281659,4.142067,0.24009274,0.12425422,1.4366182
simon,8886,congruent,2.1005273,4.6397047,0.2791365,0.10569969,1.2864147
simon,8887,congruent,2.588499,4.7463555,0.22845444,0.10354824,1.3857809
simon,8888,congruent,2.2970765,3.3520074,0.2745992,0.13670683,1.3555932
simon,8889,congruent,2.4948003,2.6609774,0.22696051,0.13033113,1.5521718
simon,8890,congruent,2.3157587,4.624861,0.22424573,0.10114743,1.4469866
simon,8891,congruent,3.173811,4.0562267,0.21197464,0.1307154,1.368646
simon,8892,congruent,2.4593291,4.26218,0.20363024,0.10657145,1.421828
simon,8893,congruent,2.6015248,4.417859,0.2216455,0.109728135,1.4209249
simon,8894,congruent,2.4758203,4.2130375,0.23776196,0.11753632,1.483539
simon,8895,congruent,2.6493466,3.6975605,0.2283417,0.12994617,1.5152713
simon,8896,congruent,2.439354,3.0873725,0.24389334,0.12970641,1.492799
simon,8897,congruent,2.1610425,3.5098667,0.22528243,0.119884804,1.4131354
simon,8898,congruent,2.6194293,3.8144398,0.1580047,0.10760212,1.2247111
simon,8899,congruent,2.2819734,2.56193,0.16304567,0.123223715,1.3390781
simon,890,congruent,2.0454478,1.8681529,0.23763621,0.14340186,1.4212667
simon,8900,congruent,2.48906,4.8991694,0.24510665,0.10676662,1.4420747
simon,8901,congruent,2.7199504,4.170841,0.23501407,0.12351007,1.5074099
simon,8902,congruent,2.8058357,4.4287395,0.25110444,0.12489748,1.4955729
simon,8903,congruent,2.024507,2.4432287,0.22897811,0.13410246,1.3881464
simon,8904,congruent,2.4854844,3.386192,0.20610641,0.12215105,1.5342805
simon,8905,congruent,2.5448477,2.919817,0.2391131,0.13692392,1.4854424
simon,8906,congruent,2.7034636,4.987548,0.24324167,0.107627906,1.4296894
simon,8907,congruent,2.416475,3.5136738,0.22806121,0.12983331,1.443874
simon,8908,congruent,2.6112711,3.9488251,0.23441763,0.12562951,1.4704309
simon,8909,congruent,2.4583817,3.9559696,0.2500438,0.1174023,1.4749212
simon,8910,congruent,2.4855196,5.0268955,0.23806754,0.09812339,1.3877406
simon,8911,congruent,2.4123619,3.3988996,0.23053755,0.12547362,1.4848071
simon,8912,congruent,2.663245,3.9182692,0.22980072,0.11795513,1.4222267
simon,8913,congruent,2.7841167,3.9389553,0.24016356,0.12237774,1.4826373
simon,8914,congruent,2.5755544,4.443267,0.21612608,0.11003947,1.4861435
simon,8915,congruent,2.842614,4.877919,0.2627811,0.114338085,1.4629048
simon,8916,congruent,2.5968015,4.5875025,0.25574857,0.11183788,1.4408816
simon,8917,congruent,2.5057063,3.7522836,0.20729376,0.11530342,1.4604928
simon,8918,congruent,2.7199626,3.1673596,0.22183236,0.13181856,1.5324082
simon,8919,congruent,2.7451935,4.5249386,0.24366164,0.119145505,1.4080448
simon,892,congruent,2.5073256,4.1050625,0.1956284,0.11556103,1.4857326
simon,8920,congruent,2.398305,4.249409,0.23350394,0.11586934,1.4262424
simon,8921,congruent,2.9537525,4.2027135,0.270752,0.12527299,1.3788239
simon,8922,congruent,2.379431,3.9699016,0.239763,0.119041435,1.4002732
simon,8923,congruent,2.2174063,3.2204573,0.21610065,0.12162942,1.425438
simon,8924,congruent,2.585684,3.70498,0.24024285,0.13418287,1.428006
simon,8925,congruent,2.6326795,4.4706182,0.26817894,0.1190965,1.5034366
simon,8926,congruent,2.1065392,3.1409574,0.27873865,0.124416895,1.3456624
simon,8927,congruent,2.8782933,4.461445,0.24331503,0.11538772,1.4543395
simon,8928,congruent,2.485337,4.6449337,0.22424759,0.106662914,1.4212413
simon,8929,congruent,2.08952,2.2844443,0.25958037,0.14522615,1.3903346
simon,893,congruent,2.2583992,5.1868224,0.21089709,0.099156104,1.44967
simon,8930,congruent,2.531223,3.2955883,0.17498715,0.12712958,1.3628845
simon,8931,congruent,2.392675,3.1581144,0.16153409,0.120086,1.3913832
simon,8932,congruent,2.9587982,2.9612417,0.206912,0.14548312,1.4754504
simon,8933,congruent,2.8266082,4.344065,0.25437102,0.11713311,1.4445103
simon,8934,congruent,2.3590443,3.7777052,0.21726924,0.11186488,1.4198426
simon,8935,congruent,2.7654934,4.6396103,0.24468538,0.118332915,1.4614872
simon,8936,congruent,2.3902879,3.57707,0.19629638,0.1154903,1.4849719
simon,8937,congruent,2.539318,3.89113,0.2328153,0.11579849,1.4627204
simon,8938,congruent,2.3532255,4.04169,0.21677342,0.109116316,1.3355591
simon,8939,congruent,1.484165,1.4362321,0.16722734,0.113713756,1.1322182
simon,8940,congruent,2.5315351,4.468261,0.23565653,0.11265145,1.5083824
simon,8941,congruent,2.6531823,4.173113,0.24777831,0.122524,1.4267598
simon,8942,congruent,2.5454304,4.6872363,0.22304597,0.10644078,1.4649045
simon,8943,congruent,2.7204974,4.1815577,0.25018138,0.122561604,1.4436849
simon,8944,congruent,2.4934766,3.2787273,0.2604487,0.13217838,1.444991
simon,8945,congruent,2.6289575,4.486106,0.17647529,0.10473674,1.3299662
simon,8946,congruent,2.6471558,5.0248795,0.20910797,0.0949388,1.3757428
simon,8947,congruent,2.583966,4.104917,0.2413303,0.11570606,1.4422879
simon,8948,congruent,2.8858278,3.9444814,0.24565598,0.12706605,1.447709
simon,8949,congruent,2.5726411,3.6627498,0.23805022,0.12654158,1.4841563
simon,8950,congruent,2.6861873,3.1550267,0.27151045,0.13783182,1.4892918
simon,8951,congruent,2.4558058,4.1454506,0.25399232,0.11629979,1.4108813
simon,8952,congruent,2.313461,3.2299788,0.2446852,0.12889853,1.3933818
simon,8953,congruent,2.4278376,4.3982162,0.22883569,0.106007025,1.4037434
simon,8954,congruent,2.634329,2.9225972,0.25153324,0.14505368,1.4588622
simon,8955,congruent,2.9167402,3.9330273,0.28461188,0.13557778,1.4680791
simon,8956,congruent,2.435594,3.2430737,0.23232721,0.12502068,1.4934769
simon,8957,congruent,2.4207578,3.9722495,0.24340649,0.11610772,1.4897053
simon,8958,congruent,2.5845804,2.9311984,0.2691375,0.14391129,1.4771113
simon,8959,congruent,2.6031163,3.8076835,0.25141752,0.12296437,1.4665484
simon,8960,congruent,2.729173,5.428116,0.24483395,0.10003417,1.4307672
simon,8961,congruent,1.8426185,2.842564,0.25284085,0.12530854,1.3777317
simon,8962,congruent,2.412373,3.1185577,0.21318099,0.12581751,1.5169395
simon,8963,congruent,2.2266865,3.9438412,0.2211855,0.10623055,1.4273677
simon,8964,congruent,2.2119365,2.3371854,0.26917508,0.14425278,1.4481387
simon,8965,congruent,2.8905199,3.9869456,0.24802412,0.12509134,1.4693732
simon,8966,congruent,2.496662,3.0292957,0.1532783,0.114486665,1.177674
simon,8967,congruent,2.2015252,3.863379,0.24248007,0.1129178,1.3756801
simon,8968,congruent,2.1274066,3.4348295,0.2409852,0.12764397,1.3566395
simon,8969,congruent,2.7178211,5.028369,0.23450713,0.10320385,1.4259906
simon,8970,congruent,2.3556592,4.049225,0.24911755,0.1275057,1.422969
simon,8971,congruent,2.6244586,3.2994583,0.2625323,0.13340805,1.4726712
simon,8972,congruent,2.779398,3.1856873,0.17856011,0.12873867,1.3205993
simon,8973,congruent,2.3786407,3.759458,0.20169908,0.11140736,1.36684
simon,8974,congruent,2.6548946,2.986475,0.25246865,0.13443547,1.4868889
simon,8975,congruent,2.4125433,3.4824834,0.23885289,0.12805569,1.4787174
simon,8976,congruent,2.0405717,4.05688,0.23414317,0.10697569,1.3851695
simon,8977,congruent,2.701765,3.7370415,0.18184868,0.11810971,1.356826
simon,8978,congruent,2.4335387,3.9179602,0.23390421,0.11995332,1.4603693
simon,8979,congruent,2.778134,4.8659196,0.27081326,0.111111104,1.3963464
simon,898,congruent,1.9551055,2.7858188,0.19473206,0.116450325,1.4890198
simon,8980,congruent,2.4555943,3.5930767,0.23264623,0.13326496,1.430311
simon,8981,congruent,2.66407,3.5009847,0.26076937,0.13491145,1.4258555
simon,8982,congruent,2.240406,4.290717,0.21411392,0.10718236,1.3830397
simon,8983,congruent,2.4919677,3.687533,0.2249811,0.11817578,1.4659729
simon,8984,congruent,2.4115963,3.9354367,0.23075348,0.1190474,1.4239594
simon,8985,congruent,2.5268068,3.5290132,0.27046394,0.12789242,1.4751837
simon,8986,congruent,2.608042,3.8494904,0.26305395,0.1267063,1.5214537
simon,8987,congruent,2.1740282,4.665243,0.23671825,0.10253092,1.3976626
simon,8988,congruent,2.9060307,3.151879,0.20335434,0.14309782,1.443553
simon,8989,congruent,2.6563277,4.3804183,0.21343312,0.10723713,1.381849
simon,8990,congruent,2.634092,3.502532,0.2286768,0.12751418,1.5210283
simon,8991,congruent,2.597057,3.8513556,0.2347247,0.11972941,1.4851701
simon,8992,congruent,2.423415,3.707043,0.20572616,0.114837036,1.5198262
simon,8993,congruent,2.4059572,3.0933843,0.23290648,0.12740588,1.4696692
simon,8994,congruent,2.563471,4.7504463,0.22125983,0.10866138,1.476077
simon,8995,congruent,2.436332,5.166316,0.23386511,0.09459695,1.4288327
simon,8996,congruent,2.6928585,3.6474617,0.2579674,0.12666605,1.4956119
simon,8997,congruent,2.4358752,3.4053984,0.2390534,0.1252763,1.4989511
simon,8998,congruent,2.7195883,4.2758064,0.24124256,0.11197644,1.374434
simon,8999,congruent,2.5603516,3.4692154,0.23098522,0.12602144,1.4750478
simon,900,congruent,2.462832,3.5277464,0.22441483,0.14636505,1.4787077
simon,9000,congruent,2.3836806,3.0869272,0.26490963,0.13675973,1.4464734
simon,9001,congruent,2.6403453,3.7821426,0.23928244,0.121466845,1.4760449
simon,9002,congruent,2.5764067,3.543294,0.25088447,0.12503245,1.4939699
simon,9003,congruent,2.5655706,4.2020955,0.24985237,0.116519205,1.4453747
simon,9004,congruent,2.47388,4.9886045,0.24964124,0.099112146,1.4021596
simon,9005,congruent,2.1960182,2.684297,0.22187507,0.12364455,1.4663887
simon,9006,congruent,2.483045,3.4231496,0.19645293,0.12296988,1.3309463
simon,9007,congruent,1.9392827,3.274565,0.20788594,0.10679141,1.409704
simon,9008,congruent,2.5154788,4.2796917,0.24986474,0.112937294,1.3916944
simon,9009,congruent,2.3924263,2.3456578,0.25790286,0.14606442,1.4627918
simon,9010,congruent,2.756496,2.9306827,0.3062145,0.15485367,1.4567385
simon,9011,congruent,2.7142694,3.1611729,0.23162097,0.14000085,1.455738
simon,9012,congruent,2.4928188,4.6956186,0.26220906,0.11016743,1.4640152
simon,9013,congruent,2.3167489,2.4377866,0.17640181,0.13590774,1.3558588
simon,9014,congruent,2.0010478,2.5423388,0.25070405,0.13113293,1.3979131
simon,9015,congruent,2.5583928,3.5740674,0.23384051,0.123298064,1.2789437
simon,9016,congruent,2.876825,3.9295616,0.25491968,0.13592134,1.5348127
simon,9017,congruent,2.3288887,2.9925056,0.24364102,0.12819016,1.4986187
simon,9018,congruent,2.3337507,2.7454143,0.20948268,0.12493027,1.4966215
simon,9019,congruent,2.4156885,2.9702978,0.21051385,0.12303427,1.5444258
simon,9020,congruent,2.993175,3.8722224,0.18460394,0.121410266,1.3088742
simon,9021,congruent,2.4662542,3.6836305,0.23608321,0.12345424,1.4675221
simon,9022,congruent,2.4445088,3.1548655,0.16670819,0.119810715,1.1754538
simon,9023,congruent,2.8433597,3.979661,0.26945412,0.12691632,1.4352268
simon,9024,congruent,2.3682182,3.2634544,0.21987703,0.12574306,1.4741938
simon,9025,congruent,2.6886897,3.6555605,0.19243555,0.12295665,1.501078
simon,9026,congruent,2.2785594,2.9508288,0.23521534,0.12689224,1.4434295
simon,9027,congruent,2.0421805,3.0836177,0.21230273,0.115151346,1.3955991
simon,9028,congruent,3.0014842,4.348899,0.2458059,0.11317798,1.3512625
simon,9029,congruent,2.5791366,3.2362497,0.24078365,0.13431013,1.4533306
simon,903,congruent,2.402956,4.1067,0.21149628,0.11317909,1.4669656
simon,9030,congruent,2.5734813,5.349496,0.23749447,0.095254526,1.454471
simon,9031,congruent,2.8409505,4.3400636,0.2598362,0.12381034,1.502319
simon,9032,congruent,2.2672923,3.107038,0.22268608,0.12408675,1.3906683
simon,9033,congruent,2.7521553,2.7550855,0.2871087,0.1646594,1.4824307
simon,9034,congruent,2.4774885,4.7968397,0.25641584,0.11628475,1.4871881
simon,9035,congruent,2.795188,3.0444987,0.2488645,0.13762942,1.5271267
simon,9036,congruent,2.9144144,4.215201,0.26398885,0.12495835,1.4852842
simon,9037,congruent,2.1812603,4.523229,0.2195472,0.10382557,1.4865363
simon,9038,congruent,2.78482,4.0871315,0.22558458,0.11994429,1.5180041
simon,9039,congruent,2.6279485,4.4971356,0.24375401,0.11206716,1.4833401
simon,9040,congruent,2.3925047,3.8981762,0.2166519,0.1123781,1.4834373
simon,9041,congruent,2.7553692,4.706564,0.20010996,0.100210704,1.2772983
simon,9042,congruent,2.1394904,3.5555782,0.2237694,0.1164586,1.4046241
simon,9043,congruent,2.9540744,3.8285396,0.26504958,0.14122,1.4307832
simon,9044,congruent,2.5151136,3.4087749,0.23711935,0.12837431,1.42342
simon,9045,congruent,2.4116302,3.5511005,0.24128693,0.13232252,1.4373434
simon,9046,congruent,2.7440832,4.7908783,0.23192635,0.106321454,1.4308304
simon,9047,congruent,2.5987756,5.2931633,0.2519579,0.0972367,1.3927646
simon,9048,congruent,2.798588,4.3555264,0.24645743,0.11467434,1.4597279
simon,9049,congruent,2.620823,4.565157,0.22674349,0.11568446,1.451791
simon,9050,congruent,2.5776758,3.1027985,0.2535438,0.13415655,1.4647115
simon,9051,congruent,2.5058718,4.508209,0.2466245,0.12334185,1.4291168
simon,9052,congruent,2.3992937,3.5309095,0.2110662,0.1207241,1.4771118
simon,9053,congruent,2.4135222,3.2658274,0.22482254,0.12305735,1.4789147
simon,9054,congruent,2.684953,5.340521,0.2826281,0.104593046,1.4415795
simon,9055,congruent,2.3893616,3.1707003,0.21112196,0.12669489,1.4634
simon,9056,congruent,2.6108322,3.538797,0.22251496,0.124225184,1.4773324
simon,9057,congruent,2.5193925,5.318016,0.2667374,0.09951758,1.4212028
simon,9058,congruent,2.6403627,3.6103017,0.2464272,0.12392877,1.4120686
simon,9059,congruent,2.5216818,4.084009,0.24928829,0.11823039,1.3563225
simon,9060,congruent,2.713608,4.268641,0.238025,0.12157506,1.5015504
simon,9061,congruent,2.183907,2.8096528,0.18305862,0.12787078,1.324009
simon,9062,congruent,2.261284,3.650525,0.24141872,0.11580995,1.387325
simon,9063,congruent,2.333194,5.046247,0.24894926,0.101901084,1.4133017
simon,9064,congruent,2.3464985,3.6618307,0.2248889,0.11628322,1.4953284
simon,9065,congruent,2.8764906,4.31275,0.17189339,0.11521749,1.3369818
simon,9066,congruent,2.3577194,3.6321764,0.23138258,0.13371947,1.4366341
simon,9067,congruent,1.9940896,2.4629364,0.1705628,0.11662614,1.2292694
simon,9068,congruent,2.592104,5.003485,0.20926522,0.09855298,1.428139
simon,9069,congruent,2.7545376,4.3777,0.27030623,0.11907866,1.4501379
simon,9070,congruent,2.6668906,4.9526415,0.24067703,0.10396191,1.4436786
simon,9071,congruent,2.3438687,3.3906121,0.25898036,0.14227435,1.3826467
simon,9072,congruent,2.4752443,3.566162,0.2294848,0.12313779,1.5066421
