task,sub,condition,a,v,t,st,alpha
hick,subject65,2bit,2.0228086,3.654775,0.22397256,0.11773969,1.4570485
hick,subject66,2bit,2.0955954,5.2273455,0.23516294,0.096404344,1.4246173
hick,subject67,2bit,2.1766481,1.2969558,0.24897207,0.13660592,1.5100126
hick,subject68,2bit,2.219336,5.5825286,0.22495995,0.09743759,1.5073285
hick,subject69,2bit,2.4930146,4.5732403,0.328386,0.15170273,1.4971881
hick,subject7,2bit,2.097032,4.7462363,0.21821603,0.12196961,1.5282903
hick,subject70,2bit,2.4763086,5.0704155,0.30308583,0.12580338,1.5066824
hick,subject71,2bit,2.5016809,5.533799,0.31724018,0.10717973,1.4761443
hick,subject72,2bit,2.2325568,4.2170863,0.21806738,0.1260756,1.4952565
hick,subject73,2bit,1.9341288,4.736211,0.17720443,0.09557197,1.3811288
hick,subject74,2bit,2.0712707,6.489917,0.22988549,0.0812306,1.5029278
hick,subject75,2bit,2.5575914,3.6225288,0.26067638,0.16074558,1.4838505
hick,subject76,2bit,2.2142334,4.9979434,0.2195944,0.099541,1.5084955
hick,subject77,2bit,2.5223045,4.6187515,0.25490874,0.11418206,1.3934842
hick,subject78,2bit,2.773758,4.352566,0.23894155,0.12882808,1.5396715
hick,subject79,2bit,2.2330675,4.7481422,0.22180893,0.119758725,1.4917718
hick,subject8,2bit,1.9699553,5.6944494,0.20558034,0.087431796,1.481098
hick,subject80,2bit,2.1598618,5.910505,0.22886547,0.088138066,1.4747173
hick,subject81,2bit,2.2403944,4.817132,0.2234436,0.104808144,1.4552811
hick,subject82,2bit,2.731625,4.109689,0.24796176,0.13677135,1.449513
hick,subject83,2bit,1.9952915,5.43989,0.20889704,0.08591055,1.4131662
hick,subject84,2bit,2.4144576,4.6821847,0.21902588,0.11390575,1.487859
hick,subject85,2bit,2.3878286,4.698114,0.2820516,0.12476084,1.4127682
hick,subject86,2bit,2.0042837,5.697446,0.2076645,0.08464592,1.4315207
hick,subject87,2bit,2.5466008,4.5237894,0.26381356,0.13834673,1.4821978
hick,subject88,2bit,2.0596037,5.5961504,0.2163036,0.08895777,1.4703867
hick,subject89,2bit,2.54546,4.7168746,0.31163043,0.13705137,1.4683859
hick,subject9,2bit,1.965877,6.272133,0.22115505,0.07537231,1.4254285
hick,subject90,2bit,2.1376321,4.4146433,0.22530806,0.11164506,1.4780262
hick,subject91,2bit,2.7449658,4.5095863,0.26797757,0.13261354,1.5175228
hick,subject92,2bit,2.1312215,5.242299,0.2254427,0.09207934,1.3973534
hick,subject93,2bit,2.6112432,4.317607,0.24216533,0.13628337,1.4980471
hick,subject94,2bit,2.6079357,4.6189876,0.258478,0.13257477,1.5573928
hick,subject95,2bit,1.9169161,4.7225895,0.23743707,0.105395064,1.4136962
hick,subject96,2bit,2.3419085,4.79249,0.24223185,0.11467643,1.5176456
hick,subject97,2bit,1.7956164,2.481425,0.20460281,0.109090716,1.4608155
hick,subject98,2bit,2.5649045,4.3261604,0.23036747,0.13549943,1.5028127
hick,subject99,2bit,2.4330993,4.0502167,0.26111856,0.16612321,1.4944392
